                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    952,                0.56803,                0.47939,                  1.019,                0.99125,                0.99671,                0.99493,                0.96294,                 0.2978,                0.23239,                0.83924,               0.008117,               0.008117,               0.008117
                    953,                0.57359,                 0.4732,                 1.0264,                0.99058,                0.99764,                0.99494,                0.96149,                0.29789,                0.23105,                0.83906,               0.008115,               0.008115,               0.008115
                    954,                0.55344,                0.46279,                 1.0223,                0.99164,                0.99778,                0.99495,                0.96006,                0.29746,                0.23012,                0.83963,              0.0081131,              0.0081131,              0.0081131
                    955,                0.54979,                0.47444,                 1.0201,                0.99148,                0.99779,                0.99494,                0.95985,                0.29742,                0.22923,                0.84008,              0.0081111,              0.0081111,              0.0081111
                    956,                 0.5654,                0.48987,                  1.027,                0.99222,                0.99764,                0.99492,                0.96119,                0.29743,                0.22876,                0.84062,              0.0081091,              0.0081091,              0.0081091
                    957,                 0.5651,                0.47021,                 1.0105,                0.99302,                0.99764,                0.99494,                0.96264,                0.29706,                0.22954,                0.84024,              0.0081071,              0.0081071,              0.0081071
                    958,                0.56473,                0.47088,                 1.0313,                0.99304,                0.99764,                0.99497,                 0.9631,                  0.295,                0.22935,                0.83987,              0.0081051,              0.0081051,              0.0081051
                    959,                0.57549,                0.48244,                 1.0206,                0.99357,                0.99764,                0.99495,                0.96364,                0.29532,                0.23106,                0.84008,              0.0081032,              0.0081032,              0.0081032
                    960,                0.56049,                0.47748,                 1.0175,                 0.9935,                0.99764,                0.99492,                0.96651,                0.29442,                0.23158,                0.83996,              0.0081012,              0.0081012,              0.0081012
                    961,                0.57562,                0.49433,                 1.0267,                0.99385,                0.99764,                0.99488,                0.96736,                0.29335,                0.23141,                0.83983,              0.0080992,              0.0080992,              0.0080992
                    962,                0.57343,                0.47276,                 1.0166,                0.99408,                0.99764,                0.99487,                0.96715,                0.29416,                0.23295,                0.83991,              0.0080972,              0.0080972,              0.0080972
                    963,                0.55058,                 0.4682,                   1.02,                0.99417,                0.99678,                0.99493,                0.96732,                0.29445,                0.23357,                0.83978,              0.0080952,              0.0080952,              0.0080952
                    964,                 0.5457,                0.46118,                 1.0089,                0.99487,                0.99695,                0.99498,                0.96686,                0.29413,                0.23199,                0.83945,              0.0080933,              0.0080933,              0.0080933
                    965,                0.56117,                0.48113,                 1.0205,                0.99485,                0.99764,                0.99498,                0.96711,                0.29394,                0.23016,                0.83914,              0.0080913,              0.0080913,              0.0080913
                    966,                0.55264,                0.46475,                 1.0128,                0.99508,                0.99764,                0.99498,                0.96801,                0.29307,                0.22864,                0.83915,              0.0080893,              0.0080893,              0.0080893
                    967,                0.55064,                0.46851,                 1.0089,                 0.9935,                0.99635,                0.99498,                0.96928,                0.29445,                0.22904,                0.83991,              0.0080873,              0.0080873,              0.0080873
                    968,                0.55686,                0.47562,                 1.0245,                0.99308,                0.99618,                0.99498,                0.96935,                0.29457,                0.22736,                0.84014,              0.0080853,              0.0080853,              0.0080853
                    969,                0.55769,                0.48323,                 1.0118,                0.99334,                0.99586,                0.99498,                0.96741,                0.29684,                0.22838,                0.84091,              0.0080834,              0.0080834,              0.0080834
                    970,                0.53791,                0.45044,                 1.0124,                0.99332,                0.99592,                0.99498,                0.96716,                0.29722,                0.22759,                0.84108,              0.0080814,              0.0080814,              0.0080814
                    971,                0.54471,                0.47265,                 1.0062,                0.99428,                0.99636,                0.99498,                0.96429,                0.29701,                0.22777,                 0.8414,              0.0080794,              0.0080794,              0.0080794
                    972,                0.54561,                0.45613,                 1.0022,                0.99473,                0.99729,                0.99499,                0.96363,                 0.2979,                0.22783,                0.84164,              0.0080774,              0.0080774,              0.0080774
                    973,                0.55211,                0.48526,                 1.0231,                0.99526,                0.99748,                0.99499,                0.96585,                0.29799,                0.22882,                0.84157,              0.0080754,              0.0080754,              0.0080754
                    974,                0.57029,                0.48782,                  1.028,                0.99513,                0.99751,                0.99499,                0.96564,                0.29604,                  0.229,                0.84092,              0.0080735,              0.0080735,              0.0080735
                    975,                0.54699,                0.46934,                 1.0176,                0.99542,                0.99749,                0.99499,                0.96541,                0.29495,                 0.2294,                0.84011,              0.0080715,              0.0080715,              0.0080715
                    976,                 0.5459,                0.46317,                 1.0125,                0.99562,                0.99749,                0.99499,                0.96397,                0.29368,                0.22734,                0.83899,              0.0080695,              0.0080695,              0.0080695
                    977,                0.55874,                  0.488,                 1.0296,                0.99528,                0.99756,                  0.995,                0.96299,                0.29224,                0.22724,                0.83864,              0.0080675,              0.0080675,              0.0080675
                    978,                0.53946,                  0.453,                 1.0091,                0.99436,                0.99765,                  0.995,                0.96557,                0.29126,                 0.2261,                0.83832,              0.0080655,              0.0080655,              0.0080655
                    979,                0.56057,                0.46447,                 1.0237,                0.99375,                 0.9977,                0.99499,                0.96601,                0.29268,                 0.2257,                0.83881,              0.0080636,              0.0080636,              0.0080636
                    980,                0.56287,                0.46583,                 1.0072,                0.99344,                 0.9966,                0.99499,                0.96462,                0.29479,                0.22625,                0.83964,              0.0080616,              0.0080616,              0.0080616
                    981,                 0.5394,                0.45392,                 1.0014,                 0.9925,                0.99664,                  0.995,                0.96503,                0.29393,                0.22456,                0.83992,              0.0080596,              0.0080596,              0.0080596
                    982,                0.54444,                0.45442,                  1.012,                0.99312,                0.99684,                  0.995,                0.96708,                0.29237,                0.22297,                0.83942,              0.0080576,              0.0080576,              0.0080576
                    983,                 0.5682,                0.48197,                 1.0243,                0.99314,                0.99691,                  0.995,                0.96951,                0.29091,                0.22167,                0.83848,              0.0080556,              0.0080556,              0.0080556
                    984,                0.55694,                 0.4695,                 1.0165,                0.99303,                0.99613,                  0.995,                0.97048,                0.29202,                0.22264,                0.83936,              0.0080537,              0.0080537,              0.0080537
                    985,                0.55298,                0.45129,                 1.0117,                0.99236,                0.99616,                  0.995,                0.97051,                0.29294,                0.22291,                0.83997,              0.0080517,              0.0080517,              0.0080517
                    986,                0.53554,                 0.4413,                 1.0049,                0.99146,                0.99635,                  0.995,                0.96901,                0.29211,                 0.2217,                0.83955,              0.0080497,              0.0080497,              0.0080497
                    987,                0.54864,                0.46608,                 1.0151,                0.99081,                0.99661,                  0.995,                0.97009,                0.29223,                0.22425,                0.83931,              0.0080477,              0.0080477,              0.0080477
                    988,                0.55517,                0.46064,                  1.021,                0.99084,                0.99698,                  0.995,                0.96775,                0.29228,                0.22469,                0.83879,              0.0080457,              0.0080457,              0.0080457
                    989,                0.53817,                0.44874,                 1.0079,                0.99134,                0.99732,                  0.995,                0.96798,                0.29258,                 0.2267,                0.83756,              0.0080438,              0.0080438,              0.0080438
                    990,                0.55024,                0.46378,                 1.0139,                0.99112,                0.99761,                  0.995,                 0.9692,                0.29221,                0.22709,                0.83635,              0.0080418,              0.0080418,              0.0080418
                    991,                0.55951,                0.46834,                 1.0183,                0.99167,                0.99752,                  0.995,                0.97115,                0.29169,                0.22726,                0.83598,              0.0080398,              0.0080398,              0.0080398
                    992,                 0.5467,                0.47005,                 1.0071,                0.99206,                 0.9973,                  0.995,                0.97293,                 0.2924,                0.22651,                 0.8365,              0.0080378,              0.0080378,              0.0080378
                    993,                0.53264,                0.44561,                 0.9968,                0.99274,                0.99698,                  0.995,                0.97304,                0.28902,                0.22399,                0.83607,              0.0080358,              0.0080358,              0.0080358
                    994,                0.57394,                0.49357,                 1.0162,                 0.9935,                0.99609,                0.99499,                0.97142,                0.29006,                0.22534,                0.83636,              0.0080339,              0.0080339,              0.0080339
                    995,                0.55565,                0.47085,                 1.0099,                0.99361,                 0.9971,                0.99499,                0.97233,                0.28671,                0.22326,                0.83543,              0.0080319,              0.0080319,              0.0080319
                    996,                0.56189,                0.47219,                 1.0136,                0.99414,                0.99804,                  0.995,                0.97301,                0.28239,                0.22141,                0.83347,              0.0080299,              0.0080299,              0.0080299
                    997,                 0.5439,                0.45597,                 1.0092,                0.99478,                0.99782,                0.99498,                 0.9725,                0.28024,                0.22081,                 0.8322,              0.0080279,              0.0080279,              0.0080279
                    998,                0.57137,                0.46804,                  1.016,                0.99448,                0.99674,                0.99498,                0.97216,                0.28022,                 0.2206,                0.83209,              0.0080259,              0.0080259,              0.0080259
                    999,                0.54106,                0.44322,                 1.0023,                0.99456,                0.99575,                0.99496,                0.97149,                0.28188,                0.22051,                0.83212,               0.008024,               0.008024,               0.008024
                   1000,                0.55355,                0.45558,                 1.0081,                0.99359,                0.99748,                0.99497,                0.97194,                0.28037,                0.22082,                0.83151,               0.008022,               0.008022,               0.008022
                   1001,                0.54711,                0.45561,                 1.0137,                 0.9935,                0.99703,                0.99498,                0.97301,                0.28193,                0.22137,                0.83202,                0.00802,                0.00802,                0.00802
                   1002,                0.54552,                0.45173,                 1.0095,                 0.9945,                0.99583,                0.99498,                0.97193,                0.28393,                0.22176,                0.83251,               0.008018,               0.008018,               0.008018
                   1003,                0.53812,                0.45939,                 1.0166,                0.99477,                0.99606,                0.99498,                 0.9727,                0.28509,                0.22084,                0.83327,               0.008016,               0.008016,               0.008016
                   1004,                0.54939,                 0.4641,                   1.01,                0.99482,                0.99622,                0.99499,                0.97035,                0.28385,                0.22182,                0.83332,              0.0080141,              0.0080141,              0.0080141
                   1005,                0.56944,                0.48061,                 1.0306,                0.99422,                0.99695,                0.99498,                0.97087,                 0.2829,                0.22122,                0.83316,              0.0080121,              0.0080121,              0.0080121
                   1006,                0.55058,                0.47095,                 1.0202,                0.99485,                0.99686,                0.99498,                0.97004,                0.28556,                 0.2217,                0.83426,              0.0080101,              0.0080101,              0.0080101
                   1007,                0.56406,                0.47397,                 1.0168,                0.99502,                0.99686,                0.99498,                0.96719,                0.28516,                0.22287,                0.83473,              0.0080081,              0.0080081,              0.0080081
                   1008,                0.54853,                0.44876,                 1.0084,                0.99544,                0.99686,                0.99498,                0.96841,                0.28446,                0.22299,                0.83492,              0.0080061,              0.0080061,              0.0080061
                   1009,                0.54682,                0.46086,                 1.0077,                0.99553,                0.99686,                0.99498,                0.96838,                0.28371,                0.22218,                0.83457,              0.0080042,              0.0080042,              0.0080042
                   1010,                0.55895,                0.45155,                 1.0192,                 0.9949,                0.99686,                0.99498,                0.96499,                0.28495,                0.22196,                0.83475,              0.0080022,              0.0080022,              0.0080022
                   1011,                0.53072,                0.44042,                 1.0036,                0.99446,                0.99681,                0.99498,                0.96602,                0.28561,                0.22232,                  0.835,              0.0080002,              0.0080002,              0.0080002
                   1012,                0.54292,                0.45066,                0.99461,                 0.9939,                0.99678,                0.99498,                 0.9672,                0.28617,                0.22205,                0.83529,              0.0079982,              0.0079982,              0.0079982
                   1013,                0.53722,                0.44855,                0.99846,                 0.9936,                0.99686,                0.99498,                 0.9704,                0.28531,                0.22107,                0.83523,              0.0079962,              0.0079962,              0.0079962
                   1014,                0.55103,                0.43691,                 1.0101,                0.99324,                0.99694,                0.99498,                0.96772,                0.28352,                0.22163,                0.83488,              0.0079943,              0.0079943,              0.0079943
                   1015,                0.53427,                0.45087,                 1.0171,                0.99273,                0.99687,                0.99497,                0.96786,                0.28344,                0.22202,                0.83445,              0.0079923,              0.0079923,              0.0079923
                   1016,                0.54535,                0.45446,                 1.0123,                0.99244,                0.99643,                0.99495,                0.96871,                0.28441,                0.22233,                0.83414,              0.0079903,              0.0079903,              0.0079903
                   1017,                0.53101,                0.44272,                0.99595,                0.99239,                0.99613,                0.99495,                0.96792,                0.28612,                0.22394,                0.83416,              0.0079883,              0.0079883,              0.0079883
                   1018,                0.53663,                0.45692,                 0.9978,                0.99204,                0.99632,                0.99495,                0.96955,                0.28665,                0.22347,                0.83386,              0.0079863,              0.0079863,              0.0079863
                   1019,                0.52918,                0.43764,                0.99585,                0.99215,                0.99623,                0.99497,                 0.9695,                0.28483,                0.22267,                0.83341,              0.0079844,              0.0079844,              0.0079844
                   1020,                0.53285,                0.46183,                 1.0073,                0.99132,                0.99453,                0.99492,                0.96945,                0.28463,                0.22191,                0.83352,              0.0079824,              0.0079824,              0.0079824
                   1021,                0.53808,                0.45094,                  1.003,                0.99254,                0.99638,                0.99498,                0.97061,                0.28319,                0.22177,                0.83377,              0.0079804,              0.0079804,              0.0079804
                   1022,                0.54522,                0.45869,                 1.0097,                0.99094,                 0.9944,                0.99492,                0.97115,                0.28283,                0.22283,                 0.8342,              0.0079784,              0.0079784,              0.0079784
                   1023,                0.53548,                0.46464,                 1.0055,                0.99204,                0.99411,                0.99492,                0.97008,                0.28117,                0.22438,                 0.8338,              0.0079764,              0.0079764,              0.0079764
                   1024,                0.55187,                0.44483,                 1.0013,                0.99295,                0.99689,                0.99498,                0.97101,                0.28019,                0.22335,                0.83336,              0.0079745,              0.0079745,              0.0079745
                   1025,                0.55956,                0.45971,                 1.0145,                 0.9937,                 0.9971,                0.99498,                0.97111,                0.27976,                  0.223,                  0.833,              0.0079725,              0.0079725,              0.0079725
                   1026,                0.55803,                0.45074,                 1.0159,                0.99325,                 0.9963,                0.99497,                0.97251,                0.27944,                0.22374,                 0.8328,              0.0079705,              0.0079705,              0.0079705
                   1027,                0.53894,                0.44767,                0.99397,                0.99363,                0.99627,                0.99493,                0.97369,                0.27905,                0.22546,                0.83248,              0.0079685,              0.0079685,              0.0079685
                   1028,                0.54796,                0.45705,                 1.0036,                0.99337,                0.99618,                0.99492,                0.97232,                0.27861,                 0.2258,                0.83265,              0.0079665,              0.0079665,              0.0079665
                   1029,                0.54835,                 0.4591,                 1.0173,                0.99309,                0.99581,                 0.9949,                 0.9719,                0.27884,                0.22415,                0.83317,              0.0079646,              0.0079646,              0.0079646
                   1030,                0.54173,                0.46614,                 1.0063,                0.99301,                0.99587,                0.99491,                0.96858,                0.27859,                0.22471,                  0.833,              0.0079626,              0.0079626,              0.0079626
                   1031,                0.57686,                0.47255,                 1.0202,                0.99192,                0.99458,                0.99488,                0.96855,                0.27698,                 0.2228,                0.83266,              0.0079606,              0.0079606,              0.0079606
                   1032,                0.52755,                0.44858,                 1.0098,                0.99146,                0.99456,                0.99486,                0.96952,                 0.2756,                0.22031,                0.83213,              0.0079586,              0.0079586,              0.0079586
                   1033,                0.52738,                0.44697,                0.99658,                0.99127,                0.99438,                0.99489,                0.96906,                0.27595,                0.21917,                0.83215,              0.0079566,              0.0079566,              0.0079566
                   1034,                0.52515,                0.43389,                 1.0013,                0.99161,                 0.9944,                0.99491,                0.97067,                0.27536,                0.21878,                0.83132,              0.0079547,              0.0079547,              0.0079547
                   1035,                0.54509,                0.45126,                 1.0059,                0.99258,                0.99419,                0.99491,                0.97255,                0.27447,                0.21837,                0.83043,              0.0079527,              0.0079527,              0.0079527
                   1036,                0.54148,                 0.4444,                 1.0083,                0.99352,                0.99583,                0.99494,                0.96924,                0.27468,                0.21794,                0.83077,              0.0079507,              0.0079507,              0.0079507
                   1037,                0.54759,                0.46121,                 1.0085,                0.99338,                0.99615,                0.99491,                0.96977,                0.27482,                 0.2185,                0.83093,              0.0079487,              0.0079487,              0.0079487
                   1038,                0.54805,                0.45315,                 1.0174,                0.99298,                0.99611,                0.99487,                0.97052,                0.27662,                0.22039,                0.83185,              0.0079467,              0.0079467,              0.0079467
                   1039,                0.55439,                0.46516,                 1.0111,                0.99302,                0.99616,                0.99488,                0.97078,                0.27753,                0.21975,                 0.8316,              0.0079448,              0.0079448,              0.0079448
                   1040,                0.53132,                0.44715,                 1.0084,                0.99294,                0.99617,                0.99488,                0.97127,                0.27815,                0.22016,                0.83162,              0.0079428,              0.0079428,              0.0079428
                   1041,                0.55684,                0.46445,                 1.0083,                0.99298,                0.99452,                0.99483,                0.97204,                0.27911,                0.21994,                0.83216,              0.0079408,              0.0079408,              0.0079408
                   1042,                0.53715,                0.45614,                 1.0076,                0.99316,                0.99635,                0.99487,                0.97135,                0.27862,                0.21985,                0.83157,              0.0079388,              0.0079388,              0.0079388
                   1043,                0.53054,                0.44937,                0.99051,                0.99346,                0.99624,                0.99484,                0.97069,                0.27777,                0.22031,                0.83056,              0.0079368,              0.0079368,              0.0079368
                   1044,                0.53188,                0.44009,                 1.0034,                0.99344,                 0.9963,                0.99483,                 0.9694,                0.27832,                0.22148,                0.83049,              0.0079349,              0.0079349,              0.0079349
                   1045,                0.55119,                0.46418,                 1.0151,                0.99202,                0.99468,                0.99475,                0.96817,                0.27896,                0.22312,                0.83087,              0.0079329,              0.0079329,              0.0079329
                   1046,                0.55724,                0.46888,                 1.0147,                0.99196,                0.99475,                0.99476,                0.96906,                0.27812,                0.22293,                0.83106,              0.0079309,              0.0079309,              0.0079309
                   1047,                0.52092,                0.41712,                0.98741,                0.99287,                0.99687,                0.99486,                0.96848,                0.27863,                0.22226,                0.83138,              0.0079289,              0.0079289,              0.0079289
                   1048,                0.53263,                0.45347,                0.99934,                0.99217,                0.99689,                0.99485,                0.96956,                0.27875,                0.22107,                0.83136,              0.0079269,              0.0079269,              0.0079269
                   1049,                0.54741,                0.44847,                 1.0078,                0.99209,                0.99685,                0.99487,                0.97225,                0.27766,                0.22101,                0.83101,               0.007925,               0.007925,               0.007925
                   1050,                0.53045,                0.43959,                 1.0005,                0.99209,                0.99747,                0.99487,                0.96877,                0.27761,                0.22105,                0.83074,               0.007923,               0.007923,               0.007923
                   1051,                0.53415,                0.46236,                 1.0087,                0.99139,                0.99674,                 0.9949,                0.96866,                0.27961,                0.22222,                 0.8309,               0.007921,               0.007921,               0.007921
                   1052,                0.54165,                0.44565,                 1.0022,                0.99133,                0.99637,                0.99491,                0.96838,                0.27977,                0.22227,                 0.8306,               0.007919,               0.007919,               0.007919
                   1053,                0.54556,                0.45142,                 1.0097,                0.99142,                0.99602,                0.99492,                0.96728,                0.28156,                0.22241,                0.83132,               0.007917,               0.007917,               0.007917
                   1054,                0.54061,                0.45473,                 1.0108,                0.99199,                  0.996,                0.99491,                0.96632,                0.28119,                0.22261,                0.83136,              0.0079151,              0.0079151,              0.0079151
                   1055,                0.55054,                0.44996,                0.99843,                0.99239,                0.99633,                0.99491,                0.96818,                0.28103,                 0.2222,                0.83104,              0.0079131,              0.0079131,              0.0079131
                   1056,                0.54895,                0.46741,                 1.0182,                0.99282,                0.99672,                 0.9949,                0.96843,                0.28046,                0.22299,                0.83043,              0.0079111,              0.0079111,              0.0079111
                   1057,                0.55883,                0.47441,                 1.0156,                0.99269,                0.99694,                0.99489,                0.96785,                0.27858,                0.22258,                0.82997,              0.0079091,              0.0079091,              0.0079091
                   1058,                0.53452,                0.43462,                 1.0129,                0.99172,                0.99662,                 0.9949,                0.97096,                0.27961,                0.22254,                0.83045,              0.0079071,              0.0079071,              0.0079071
                   1059,                0.55755,                0.46001,                 1.0107,                0.99098,                0.99755,                0.99492,                0.97115,                0.27825,                0.22063,                0.83012,              0.0079052,              0.0079052,              0.0079052
                   1060,                0.56366,                0.46946,                 1.0208,                0.99139,                0.99695,                0.99494,                0.96879,                0.27751,                0.22066,                0.82965,              0.0079032,              0.0079032,              0.0079032
                   1061,                0.53097,                0.44987,                0.99861,                0.99156,                0.99682,                0.99496,                0.96825,                0.27666,                 0.2194,                0.82947,              0.0079012,              0.0079012,              0.0079012
                   1062,                 0.5356,                0.44486,                0.99995,                0.99125,                0.99745,                0.99497,                0.96942,                0.27704,                0.21863,                0.82913,              0.0078992,              0.0078992,              0.0078992
                   1063,                0.54728,                0.47262,                 1.0073,                 0.9918,                0.99789,                0.99496,                0.96985,                0.27699,                0.21671,                0.82871,              0.0078972,              0.0078972,              0.0078972
                   1064,                0.53333,                0.45059,                 1.0009,                0.99197,                0.99782,                0.99493,                0.96937,                0.27682,                0.21674,                0.82841,              0.0078953,              0.0078953,              0.0078953
                   1065,                0.53511,                0.44556,                0.99631,                0.99209,                0.99776,                0.99493,                0.97059,                0.27531,                0.21638,                0.82806,              0.0078933,              0.0078933,              0.0078933
                   1066,                0.53943,                0.43996,                 1.0094,                0.99275,                0.99761,                0.99493,                0.97219,                0.27318,                0.21686,                0.82783,              0.0078913,              0.0078913,              0.0078913
                   1067,                 0.5313,                0.43709,                0.98637,                0.99261,                0.99744,                0.99492,                0.97177,                0.27215,                0.21744,                0.82774,              0.0078893,              0.0078893,              0.0078893
                   1068,                0.53358,                0.44628,                0.99818,                0.99198,                0.99738,                0.99492,                0.97127,                0.27364,                0.21848,                0.82835,              0.0078873,              0.0078873,              0.0078873
                   1069,                0.51933,                0.42366,                0.99122,                0.99137,                0.99735,                0.99493,                0.97039,                0.27506,                0.21772,                0.82898,              0.0078854,              0.0078854,              0.0078854
                   1070,                0.54366,                0.44785,                 1.0043,                0.99126,                 0.9975,                0.99493,                0.97126,                0.27552,                0.21808,                0.82942,              0.0078834,              0.0078834,              0.0078834
                   1071,                0.51877,                0.42363,                 0.9923,                0.99214,                0.99754,                0.99495,                 0.9723,                0.27543,                0.21868,                0.82928,              0.0078814,              0.0078814,              0.0078814
                   1072,                0.54428,                0.47064,                 1.0153,                0.99229,                0.99737,                0.99495,                 0.9728,                0.27528,                0.21894,                0.82917,              0.0078794,              0.0078794,              0.0078794
                   1073,                 0.5454,                0.46205,                 1.0059,                0.99217,                0.99761,                0.99495,                0.97282,                0.27546,                0.22025,                0.82977,              0.0078774,              0.0078774,              0.0078774
                   1074,                0.52086,                0.45014,                0.98709,                0.99261,                0.99792,                0.99498,                0.97218,                0.27548,                0.21884,                0.82997,              0.0078755,              0.0078755,              0.0078755
                   1075,                0.53017,                0.44336,                0.99368,                0.99388,                0.99774,                0.99498,                0.97365,                0.27449,                0.21801,                0.82974,              0.0078735,              0.0078735,              0.0078735
                   1076,                0.52777,                0.43662,                0.99762,                0.99365,                0.99802,                0.99498,                0.97443,                0.27356,                0.21769,                 0.8292,              0.0078715,              0.0078715,              0.0078715
                   1077,                0.52488,                0.44039,                 1.0021,                0.99382,                0.99801,                0.99498,                0.97637,                0.27186,                0.21782,                 0.8286,              0.0078695,              0.0078695,              0.0078695
                   1078,                0.54559,                0.44634,                 1.0105,                0.99443,                 0.9977,                0.99498,                0.97537,                0.27101,                0.21691,                0.82815,              0.0078675,              0.0078675,              0.0078675
                   1079,                0.53208,                0.45268,                 1.0035,                0.99461,                0.99686,                0.99498,                0.97512,                0.27109,                  0.217,                0.82806,              0.0078656,              0.0078656,              0.0078656
                   1080,                 0.5265,                0.43205,                0.99658,                 0.9947,                0.99686,                0.99498,                0.97419,                0.27134,                0.21701,                0.82803,              0.0078636,              0.0078636,              0.0078636
                   1081,                0.52982,                0.44593,                 0.9966,                0.99495,                0.99686,                0.99498,                0.97444,                0.27101,                0.21764,                0.82811,              0.0078616,              0.0078616,              0.0078616
                   1082,                0.51915,                0.42595,                0.99241,                0.99437,                0.99672,                0.99498,                0.97405,                0.27021,                 0.2187,                0.82736,              0.0078596,              0.0078596,              0.0078596
                   1083,                0.53468,                0.45338,                0.99681,                0.99453,                0.99651,                0.99498,                0.97437,                0.26851,                0.21933,                0.82671,              0.0078576,              0.0078576,              0.0078576
                   1084,                0.54417,                0.45944,                0.99786,                0.99444,                0.99692,                0.99498,                0.97653,                0.26705,                0.21933,                0.82624,              0.0078557,              0.0078557,              0.0078557
                   1085,                0.54583,                0.44583,                 1.0197,                0.99386,                0.99746,                0.99498,                0.97561,                0.26529,                0.21731,                  0.826,              0.0078537,              0.0078537,              0.0078537
